type_hotel,location,rating,reviewer,distance,type_bed,area,price
398,hotel,"
6 Ngõ 80 Trần Duy Hưng, Cau Giay, Hà Nội, Việt Nam
","9,1", · 121 đánh giá,0,"
1 giường đơn

",39 m²,"
VND 1.500.165
"
399,hotel,"
C3/D6 New Cau Giay Residence, Tran Thai Tong Street, Dich Vong Ward, Cau Giay District, Hanoi, Vietnam, Cau Giay, Hà Nội, Việt Nam
","8,7", · 12 đánh giá,"
6,5 km
","
1 giường đôi lớn

",20 m²,"
VND 1.149.000
"
400,hotel,"
C3/D6 New Cau Giay Residence, Tran Thai Tong Street, Dich Vong Ward, Cau Giay District, Hanoi, Vietnam, Cau Giay, Hà Nội, Việt Nam
","8,7", · 12 đánh giá,"
6,5 km
","
1 giường đôi lớn

",25 m²,"
VND 1.296.000
"
401,hotel,"
C3/D6 New Cau Giay Residence, Tran Thai Tong Street, Dich Vong Ward, Cau Giay District, Hanoi, Vietnam, Cau Giay, Hà Nội, Việt Nam
","8,7", · 12 đánh giá,"
6,5 km
","
1 giường đôi cực lớn

",30 m²,"
VND 1.440.000
"
402,hotel,"
46 - 48 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 667 đánh giá,"
4,2 km
","
1 giường đôi lớn

",20 m²,"
VND 1.550.000
"
403,hotel,"
46 - 48 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 667 đánh giá,"
4,2 km
","
2 giường đơn

",20 m²,"
VND 1.650.000
"
404,hotel,"
46 - 48 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 667 đánh giá,"
4,2 km
","
1 giường đơn

",30 m²,"
VND 2.000.000
"
405,hotel,"
46 - 48 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 667 đánh giá,"
4,2 km
","
1 giường đôi lớn

",30 m²,"
VND 2.000.000
"
406,hotel,"
46 - 48 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 667 đánh giá,"
4,2 km
","
1 giường đơn

",30 m²,"
VND 2.500.000
"
407,hotel,"
46 - 48 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 667 đánh giá,"
4,2 km
","
1 giường đôi lớn

",35 m²,"
VND 2.900.000
"
408,hotel,"
46 - 48 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 667 đánh giá,"
4,2 km
","
2 giường đôi lớn

",35 m²,"
VND 3.200.000
"
409,hotel,"
46 - 48 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 667 đánh giá,"
4,2 km
","
2 giường đôi lớn

",40 m²,"
VND 3.600.000
"
410,hotel,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 649.800
"
411,hotel,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.555.200
"
412,hotel,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.684.210
"
413,hotel,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",30 m²,"
VND 1.964.912
"
414,hotel,"
143 Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
","8,6", · 205 đánh giá,"
2,8 km
","
1 giường đôi cực lớn

",25 m²,"
VND 2.245.614
"
415,hotel,"
55 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 573 đánh giá,"
4,1 km
","
1 giường đôi

",25 m²,"
VND 442.000
"
416,hotel,"
55 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 573 đánh giá,"
4,1 km
","
1 giường tầng

",40 m²,"
VND 299.000
"
417,hotel,"
55 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 573 đánh giá,"
4,1 km
","
1 giường đơn

",25 m²,"
VND 351.000
"
418,hotel,"
55 Bat Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,7", · 573 đánh giá,"
4,1 km
","
1 giường đơn

",25 m²,"
VND 383.500
"
419,hotel,"
Nhà Chung 15A Nha Chung Alley, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 129 đánh giá,"
2,8 km
","
1 giường đôi lớn

",25 m²,"
VND 810.000
"
420,hotel,"
23 Lo Su Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 709 đánh giá,"
2,4 km
","
1 giường đôi lớn

",20 m²,"
VND 1.260.000
"
421,hotel,"
23 Lo Su Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 709 đánh giá,"
2,4 km
","
1 giường đôi lớn

",25 m²,"
VND 1.369.200
"
422,hotel,"
23 Lo Su Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 709 đánh giá,"
2,4 km
","
1 giường đơn

",35 m²,"
VND 1.675.800
"
423,hotel,"
23 Lo Su Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 709 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",45 m²,"
VND 1.717.800
"
424,hotel,"
23 Lo Su Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 709 đánh giá,"
2,4 km
","
2 giường đơn

",40 m²,"
VND 2.100.000
"
425,hotel,"
23 Lo Su Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 709 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",55 m²,"
VND 8.550.000
"
426,hotel,"
23 Lo Su Street, Hoan Kiem District, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,2", · 709 đánh giá,"
2,4 km
","
1 giường đơn

",58 m²,"
VND 2.184.000
"
427,hotel,"
18/76 Trần Thái Tông, Phường Dịch Vọng Hậu, quận Cầu Giấy, Hà Nội, Cau Giay, Hà Nội, Việt Nam
","9,2", · 95 đánh giá,"
6,7 km
","
1 giường đôi cực lớn

",55 m²,"
VND 1.969.500
"
428,hotel,"
18/76 Trần Thái Tông, Phường Dịch Vọng Hậu, quận Cầu Giấy, Hà Nội, Cau Giay, Hà Nội, Việt Nam
","9,2", · 95 đánh giá,"
6,7 km
","
1 giường đôi cực lớn

",45 m²,"
VND 2.132.800
"
429,hotel,"
57 Lo Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,4", · 431 đánh giá,"
2,3 km
","
2 giường đơn

",18 m²,"
VND 1.234.628
"
430,hotel,"
57 Lo Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,4", · 431 đánh giá,"
2,3 km
","
1 giường đôi cực lớn

",20 m²,"
VND 1.371.428
"
431,hotel,"
57 Lo Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,4", · 431 đánh giá,"
2,3 km
","
2 giường đơn

",21 m²,"
VND 1.583.062
"
432,hotel,"
57 Lo Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,4", · 431 đánh giá,"
2,3 km
","
1 giường đôi cực lớn

",26 m²,"
VND 1.719.863
"
433,hotel,"
57 Lo Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,4", · 431 đánh giá,"
2,3 km
","
1 giường đôi cực lớn

",23 m²,"
VND 1.723.780
"
434,hotel,"
57 Lo Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,4", · 431 đánh giá,"
2,3 km
","
2 giường đơn

",25 m²,"
VND 1.860.580
"
435,hotel,"
57 Lo Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,4", · 431 đánh giá,"
2,3 km
","
1 giường đôi cực lớn

",27 m²,"
VND 2.124.804
"
436,hotel,"
57 Lo Su Street, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,4", · 431 đánh giá,"
2,3 km
","
1 giường đôi cực lớn

",45 m²,"
VND 2.261.604
"
437,hotel,"
72A Nguyễn Trãi, phường Thượng Đình, quận Thanh Xuân R5.3312A, Quận Thanh Xuân, Hà Nội, Việt Nam
",0,0,"
5,1 km
",,Căn hộ nguyên căn,"
VND 4.653.000
"
438,hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,60 m²,"
VND 3.980.000
"
439,hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,75 m²,"
VND 3.980.000
"
440,hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,80 m²,"
VND 5.560.000
"
441,hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.580.000
"
442,hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.580.000
"
443,hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.580.000
"
444,hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.780.000
"
445,hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,85 m²,"
VND 5.780.000
"
446,hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,110 m²,"
VND 7.000.000
"
447,hotel,"
29 Liễu Giai Vinhomes Metropolis, Quận Ba Đình, Hà Nội, Việt Nam
","9,5", · 47 đánh giá,"
3,9 km
",,150 m²,"
VND 8.300.000
"
448,hotel,"
11 Lieu Giai, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 100 đánh giá,"
3,9 km
","
1 giường đôi lớn

",28 m²,"
VND 3.780.000
"
449,hotel,"
11 Lieu Giai, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 100 đánh giá,"
3,9 km
","
2 giường đơn

",35 m²,"
VND 3.465.000
"
450,hotel,"
11 Lieu Giai, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 100 đánh giá,"
3,9 km
","
1 giường đôi cực lớn

",43 m²,"
VND 4.095.000
"
451,hotel,"
11 Lieu Giai, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 100 đánh giá,"
3,9 km
","
1 giường đôi cực lớn

",50 m²,"
VND 3.780.000
"
452,hotel,"
11 Lieu Giai, Ba Dinh, Quận Ba Đình, Hà Nội, Việt Nam
","8,4", · 100 đánh giá,"
3,9 km
",,55 m²,"
VND 4.410.000
"
453,hotel,"
27 Tong Duy Tan, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 215 đánh giá,"
1,7 km
","
1 giường đôi lớn

",20 m²,"
VND 913.275
"
454,hotel,"
27 Tong Duy Tan, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 215 đánh giá,"
1,7 km
","
2 giường đơn

",25 m²,"
VND 922.500
"
455,hotel,"
27 Tong Duy Tan, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 215 đánh giá,"
1,7 km
","
1 giường đôi lớn

",30 m²,"
VND 1.143.450
"
456,hotel,"
27 Tong Duy Tan, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 215 đánh giá,"
1,7 km
",,40 m²,"
VND 1.155.000
"
457,hotel,"
29 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 319 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.170.000
"
458,hotel,"
29 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 319 đánh giá,"
2,4 km
","
2 giường đơn

",25 m²,"
VND 1.350.000
"
459,hotel,"
29 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 319 đánh giá,"
2,4 km
","
1 giường đôi cực lớn

",22 m²,"
VND 1.620.000
"
460,hotel,"
29 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 319 đánh giá,"
2,4 km
","
2 giường đơn

",25 m²,"
VND 1.800.000
"
461,hotel,"
29 Hang Manh, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 319 đánh giá,"
2,4 km
","
1 giường đơn

",30 m²,"
VND 2.250.000
"
462,hotel,"
3 Hang Dau, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,6", · 148 đánh giá,"
2,2 km
","
1 giường đôi lớn

",25 m²,"
VND 1.000.000
"
463,hotel,"
3 Hang Dau, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,6", · 148 đánh giá,"
2,2 km
","
1 giường đôi lớn

",25 m²,"
VND 1.508.000
"
464,hotel,"
3 Hang Dau, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,6", · 148 đánh giá,"
2,2 km
","
2 giường đơn

",28 m²,"
VND 1.740.000
"
465,hotel,"
3 Hang Dau, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,6", · 148 đánh giá,"
2,2 km
","
2 giường đơn

",32 m²,"
VND 2.320.000
"
466,hotel,"
3 Hang Dau, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,6", · 148 đánh giá,"
2,2 km
","
1 giường đôi lớn

",32 m²,"
VND 2.900.000
"
467,hotel,"
3 Hang Dau, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,6", · 148 đánh giá,"
2,2 km
","
1 giường đôi lớn

",60 m²,"
VND 3.016.000
"
468,hotel,"
3 Hang Dau, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,6", · 148 đánh giá,"
2,2 km
","
1 giường đơn

",60 m²,"
VND 3.480.000
"
469,hotel,"
47, Nguyen Dinh Thi, Tay Ho, Quận Tây Hồ, Hà Nội, Việt Nam
","8,5", · 251 đánh giá,"
3,1 km
",,Căn hộ nguyên căn,"
VND 700.000
"
470,hotel,"
47, Nguyen Dinh Thi, Tay Ho, Quận Tây Hồ, Hà Nội, Việt Nam
","8,5", · 251 đánh giá,"
3,1 km
",,Căn hộ nguyên căn,"
VND 1.050.000
"
471,hotel,"
12 Ngo Gach, Hang Buom, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,3", · 507 đánh giá,"
4,5 km
","
1 giường đôi lớn

",20 m²,"
VND 583.200
"
472,hotel,"
12 Ngo Gach, Hang Buom, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,3", · 507 đánh giá,"
4,5 km
","
2 giường đơn

",20 m²,"
VND 729.000
"
473,hotel,"
12 Ngo Gach, Hang Buom, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,3", · 507 đánh giá,"
4,5 km
","
1 giường đơn

",22 m²,"
VND 801.900
"
474,hotel,"
12 Ngo Gach, Hang Buom, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,3", · 507 đánh giá,"
4,5 km
","
1 giường đôi lớn

",25 m²,"
VND 947.700
"
475,hotel,"
40 Hàng Buồm, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
1 giường đôi lớn

",20 m²,"
                        

    VND 1.601.846


					"
476,hotel,"
40 Hàng Buồm, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
2 giường đơn

",25 m²,"
VND 1.827.000
"
477,hotel,"
40 Hàng Buồm, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
1 giường đôi lớn

",35 m²,"
VND 2.205.000
"
478,hotel,"
40 Hàng Buồm, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
2 giường đơn

",30 m²,"
VND 2.835.000
"
479,hotel,"
40 Hàng Buồm, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
1 giường đôi lớn

",55 m²,"
VND 3.150.000
"
480,hotel,"
40 Hàng Buồm, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
2 giường đơn

",60 m²,"
VND 4.347.000
"
481,hotel,"
40 Hàng Buồm, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","9,5", · 43 đánh giá,0,"
3 giường đơn

",0,"
VND 4.725.000
"
482,apartment,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 1.270.114
"
483,apartment,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
2 giường đơn

",Căn hộ nguyên căn,"
VND 2.763.429
"
484,apartment,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 2.944.114
"
485,apartment,"
Phan Kế Bính Số 148, Quận Ba Đình, Hà Nội, Việt Nam
","9,0", · 32 đánh giá,"
4,6 km
","
2 giường đơn

",Căn hộ nguyên căn,"
VND 1.845.238
"
486,apartment,"
02 Nguyen Dinh Hoan, Cau Giay, Hà Nội, Việt Nam
","8,9", · 291 đánh giá,"
5,1 km
","
2 giường đơn

",30 m²,"
VND 1.858.000
"
487,apartment,"
02 Nguyen Dinh Hoan, Cau Giay, Hà Nội, Việt Nam
","8,9", · 291 đánh giá,"
5,1 km
","
1 giường đôi cực lớn

",22 m²,"
VND 1.998.000
"
488,apartment,"
02 Nguyen Dinh Hoan, Cau Giay, Hà Nội, Việt Nam
","8,9", · 291 đánh giá,"
5,1 km
","
1 giường đơn

",25 m²,"
VND 1.500.000
"
489,apartment,"
02 Nguyen Dinh Hoan, Cau Giay, Hà Nội, Việt Nam
","8,9", · 291 đánh giá,"
5,1 km
","
1 giường đôi cực lớn

",25 m²,"
VND 1.598.000
"
490,apartment,"
02 Nguyen Dinh Hoan, Cau Giay, Hà Nội, Việt Nam
","8,9", · 291 đánh giá,"
5,1 km
","
2 giường đôi cực lớn

",22 m²,"
VND 1.600.000
"
491,apartment,"
02 Nguyen Dinh Hoan, Cau Giay, Hà Nội, Việt Nam
","8,9", · 291 đánh giá,"
5,1 km
","
2 giường đơn

",28 m²,"
VND 1.630.000
"
492,apartment,"
02 Nguyen Dinh Hoan, Cau Giay, Hà Nội, Việt Nam
","8,9", · 291 đánh giá,"
5,1 km
","
1 giường đôi cực lớn

",28 m²,"
VND 1.858.000
"
493,apartment,"
02 Nguyen Dinh Hoan, Cau Giay, Hà Nội, Việt Nam
","8,9", · 291 đánh giá,"
5,1 km
","
1 giường đơn

",58 m²,"
VND 1.900.000
"
494,apartment,"
59 Cua Dong, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 635 đánh giá,"
1,8 km
","
1 giường đôi lớn

",18 m²,"
                        

    VND 808.821


					"
495,apartment,"
59 Cua Dong, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 635 đánh giá,"
1,8 km
","
2 giường đơn

",28 m²,"
VND 1.328.000
"
496,apartment,"
59 Cua Dong, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 635 đánh giá,"
1,8 km
","
1 giường đơn

",40 m²,"
VND 1.472.000
"
497,apartment,"
59 Cua Dong, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 635 đánh giá,"
1,8 km
","
1 giường đôi lớn

",35 m²,"
VND 1.552.000
"
498,apartment,"
59 Cua Dong, Hoan Kiem, Quận Hoàn Kiếm, Hà Nội, Việt Nam
","8,4", · 635 đánh giá,"
1,8 km
","
1 giường đôi lớn

",0,"
VND 1.680.000
"
500,apartment,"
185 Trích Sài, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 179 đánh giá,0,"
1 giường đôi lớn

",Căn hộ nguyên căn,"
VND 1.629.960
"
501,apartment,"
185 Trích Sài, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 179 đánh giá,0,"
1 giường đôi lớn

",Studio nguyên căn,"
VND 1.598.000
"
502,apartment,"
185 Trích Sài, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 179 đánh giá,0,"
1 giường đôi lớn

",Căn hộ nguyên căn,"
VND 1.980.000
"
503,apartment,"
185 Trích Sài, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 179 đánh giá,0,,Căn hộ nguyên căn,"
VND 2.598.000
"
504,apartment,"
185 Trích Sài, Quận Tây Hồ, Hà Nội, Việt Nam
","8,3", · 179 đánh giá,0,,Căn hộ nguyên căn,"
VND 1.300.000
"
505,apartment,"
Lot D2/D6, No. 05 Tho Thap Street, Dich Vong Hau Ward, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,7", · 88 đánh giá,"
6,6 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 2.455.750
"
506,apartment,"
Lot D2/D6, No. 05 Tho Thap Street, Dich Vong Hau Ward, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,7", · 88 đánh giá,"
6,6 km
","
1 giường đôi cực lớn

",Căn hộ nguyên căn,"
VND 2.585.000
"
507,apartment,"
Lot D2/D6, No. 05 Tho Thap Street, Dich Vong Hau Ward, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,7", · 88 đánh giá,"
6,6 km
",,Căn hộ nguyên căn,"
VND 2.545.050
"
509,apartment,"
Lot D2/D6, No. 05 Tho Thap Street, Dich Vong Hau Ward, Cau Giay District, Cau Giay, Hà Nội, Việt Nam
","8,7", · 88 đánh giá,"
6,6 km
",,Căn hộ nguyên căn,"
VND 2.768.300
"
510,apartment,"
89 Phố Trần Quốc Vượng, Cau Giay, Hà Nội, Việt Nam
",0,0,0,,Căn hộ nguyên căn,"
VND 1.568.000
"
512,apartment,"
36 Phố Dịch Vọng Hậu, Cau Giay, Hà Nội, Việt Nam
","9,2", · 248 đánh giá,"
7 km
","
1 giường đôi cực lớn

",Studio nguyên căn,"
VND 1.731.950
"
514,apartment,"
36 Phố Dịch Vọng Hậu, Cau Giay, Hà Nội, Việt Nam
","9,2", · 248 đánh giá,"
7 km
","
1 giường đôi cực lớn

",Căn hộ nguyên căn,"
VND 1.731.950
"
518,apartment,"
15 Ngõ 9 - Đặng Thai Mai, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 61 đánh giá,"
4,7 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 1.100.000
"
519,apartment,"
15 Ngõ 9 - Đặng Thai Mai, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 61 đánh giá,"
4,7 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 1.155.000
"
520,apartment,"
15 Ngõ 9 - Đặng Thai Mai, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 61 đánh giá,"
4,7 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 1.265.000
"
521,apartment,"
15 Ngõ 9 - Đặng Thai Mai, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 61 đánh giá,"
4,7 km
","
1 giường đôi lớn

",Studio nguyên căn,"
VND 1.375.000
"
522,apartment,"
15 Ngõ 9 - Đặng Thai Mai, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 61 đánh giá,"
4,7 km
","
1 giường đôi lớn

",Căn hộ nguyên căn,"
VND 1.980.000
"
523,apartment,"
15 Ngõ 9 - Đặng Thai Mai, Quận Tây Hồ, Hà Nội, Việt Nam
","8,8", · 61 đánh giá,"
4,7 km
","
1 giường đôi lớn

",Căn hộ nguyên căn,"
VND 2.090.000
"
